[3.17942530e-01 6.63877964e-01 1.20243389e-08],[ 0.32906446  0.6753425  -0.00929747],[ 0.33329302  0.69357562 -0.01083472],[ 0.3345412   0.71108907 -0.01018363],[ 0.33681589  0.72521138 -0.00846737],[ 0.31953502  0.70684606 -0.00194357],[3.22235644e-01 7.26562023e-01 1.53710178e-04],[0.32881278 0.73077536 0.00090765],[0.33312899 0.72918069 0.00165663],[0.3152979  0.70465773 0.00424453],[0.31939745 0.72252041 0.00848482],[0.32681233 0.72620434 0.00927084],[0.33208561 0.72447556 0.00908457],[0.3139213  0.70154083 0.00954261],[0.31833282 0.71667856 0.0128132 ],[0.32463661 0.71968663 0.0127169 ],[0.32975915 0.71889716 0.01192259],[0.31396833 0.69946074 0.0140774 ],[0.31803352 0.71208239 0.01611352],[0.32286677 0.71517509 0.01646347],[0.32729477 0.71452457 0.01647901]
[ 3.62901896e-01  6.24186039e-01 -4.87314011e-08],[ 0.35836881  0.63349819 -0.00688339],[ 0.35715833  0.64675969 -0.00997567],[ 0.35772106  0.65876222 -0.01281254],[ 0.3581655   0.66872013 -0.01483603],[ 0.35826027  0.66931587 -0.00162714],[ 0.36221239  0.68046528 -0.00813987],[ 0.36603957  0.67385292 -0.0127372 ],[ 0.36527383  0.66502875 -0.01473672],[ 3.66698712e-01  6.68279052e-01 -3.29679257e-04],[ 0.37277183  0.67834347 -0.00714865],[ 0.37622803  0.6672079  -0.01053424],[ 0.37383923  0.65795785 -0.01087819],[ 3.73931259e-01  6.65087640e-01 -3.88765358e-04],[ 0.37939373  0.67326516 -0.00700667],[ 0.38248423  0.66232866 -0.00836889],[ 0.38006148  0.65381253 -0.00713698],[ 0.37959388  0.66016579 -0.00100177],[ 0.38492459  0.66478229 -0.00558646],[ 0.38705716  0.65784353 -0.00596043],[ 0.38499367  0.65173399 -0.00451112]
[ 3.64887387e-01  6.28253341e-01 -6.61328698e-08],[ 0.3595055   0.63486546 -0.00583275],[ 0.3567979   0.64788127 -0.00828491],[ 0.35562599  0.66075772 -0.0105735 ],[ 0.35339054  0.6700266  -0.01207911],[ 0.35460961  0.66875297 -0.00164832],[ 0.35650066  0.6822651  -0.00737873],[ 0.3605572   0.67611271 -0.01109029],[ 0.36048758  0.66744769 -0.01268143],[ 3.62253726e-01  6.70045793e-01 -6.34510012e-04],[ 0.36516652  0.68287194 -0.00662998],[ 0.36945459  0.6727196  -0.00900698],[ 0.36850002  0.663315   -0.00883699],[ 0.36908498  0.66837978 -0.00075008],[ 0.37285864  0.67914802 -0.00650099],[ 0.37630889  0.66932684 -0.00670031],[ 0.37499887  0.66092885 -0.00506878],[ 0.37507269  0.66414779 -0.00135802],[ 0.37951756  0.66969544 -0.0055271 ],[ 0.38132018  0.66311395 -0.00526734],[ 0.37970048  0.65690291 -0.00360959]
[ 3.61649841e-01  6.30445123e-01 -5.69881067e-08],[ 0.35456508  0.6367265  -0.00676071],[ 0.3510223   0.6495353  -0.00953268],[ 0.35077757  0.66238934 -0.01213884],[ 0.3475906   0.67166454 -0.01400666],[ 0.34982875  0.67154342 -0.00159852],[ 0.35099447  0.68483454 -0.00808761],[ 0.35504225  0.6802659  -0.01238177],[ 0.35553461  0.67208815 -0.01429185],[ 3.57920617e-01  6.72455609e-01 -4.88820369e-04],[ 0.36059737  0.6844762  -0.00793002],[ 0.36457223  0.67376935 -0.01096476],[ 0.3633559   0.6639024  -0.01088488],[ 0.36520541  0.67061478 -0.00071145],[ 0.36836213  0.68093377 -0.00775624],[ 0.37157053  0.6712749  -0.00821942],[ 0.37015939  0.66247672 -0.00633922],[ 0.3717849   0.66640764 -0.00154526],[ 0.37599361  0.67350674 -0.00660359],[ 0.37729645  0.66705662 -0.00669028],[ 0.37546515  0.6604625  -0.00505123]
[ 3.60183418e-01  6.29722834e-01 -5.17745598e-08],[ 0.3546719   0.63551825 -0.00733773],[ 0.35097566  0.64814299 -0.01054718],[ 0.34974629  0.6614998  -0.01337499],[ 0.34629133  0.67156768 -0.01541497],[ 0.34681189  0.66953725 -0.00303343],[ 0.34596884  0.68498975 -0.00977948],[ 0.34976721  0.68229866 -0.01390169],[ 0.35068062  0.67449594 -0.01563379],[ 0.35494706  0.67145181 -0.00160225],[ 0.35769114  0.68488926 -0.00934993],[ 0.36228991  0.67432159 -0.01219885],[ 0.36141163  0.66441834 -0.01194894],[ 0.36231938  0.67032242 -0.00147909],[ 0.36653519  0.68086928 -0.00900373],[ 0.37019014  0.67043096 -0.00929686],[ 0.36871031  0.66150635 -0.007252  ],[ 0.36880013  0.66661626 -0.00195548],[ 0.37381023  0.67363697 -0.00754822],[ 0.37547725  0.66606754 -0.00758085],[ 0.3734208   0.65900302 -0.00581055]
[ 3.61155421e-01  6.30224824e-01 -5.01606401e-08],[ 0.35526747  0.63546658 -0.00849467],[ 0.35110131  0.6468305  -0.0124836 ],[ 0.34983563  0.65845311 -0.01594727],[ 0.3479239   0.66863811 -0.01831908],[ 0.34668735  0.67118645 -0.00310266],[ 0.34708011  0.68383515 -0.01089222],[ 0.35069022  0.67783308 -0.01569126],[ 0.35086897  0.66983348 -0.01772819],[ 0.35501546  0.67381191 -0.00135919],[ 0.35800534  0.68426955 -0.00998091],[ 0.36202133  0.67233068 -0.01288705],[ 0.36050156  0.66429192 -0.01251977],[ 0.36261672  0.67362148 -0.00123718],[ 0.36701581  0.68072236 -0.0091014 ],[ 0.36987475  0.66985875 -0.00862275],[ 0.36751786  0.66324085 -0.00605148],[ 0.36935714  0.67108303 -0.00194367],[ 0.37343925  0.67600882 -0.00695114],[ 0.37477952  0.66780424 -0.0061674 ],[ 0.3724272   0.66223669 -0.00388297]
[3.56097311e-01 6.27763033e-01 5.99263004e-08],[ 0.35304305  0.6317274  -0.00897552],[ 0.35072291  0.64142919 -0.01282334],[ 0.35010892  0.65139991 -0.01535073],[ 0.35016817  0.66069645 -0.01697337],[ 0.35546285  0.662431   -0.00781282],[ 0.35215238  0.67703521 -0.01267593],[ 0.34742892  0.67735869 -0.01610522],[ 0.34328502  0.6725437  -0.01733903],[ 0.36102211  0.66654456 -0.00426649],[ 0.36072916  0.68246454 -0.00761327],[ 0.35673857  0.68407065 -0.00960706],[ 0.35269588  0.67978579 -0.01023227],[ 0.36493024  0.66789645 -0.00162123],[ 0.36557654  0.683119   -0.00455202],[ 0.36257583  0.68499911 -0.00598099],[ 0.35867596  0.68165797 -0.00614203],[3.67271483e-01 6.67412877e-01 2.54846935e-04],[ 0.3687335   0.68011636 -0.00205983],[ 0.36655763  0.68279856 -0.00276991],[ 0.36344701  0.6803416  -0.00242167]
[ 3.49050134e-01  6.28737509e-01 -7.53609228e-08],[ 0.35454002  0.62761235 -0.00978756],[ 0.35839829  0.63505799 -0.01440388],[ 0.36040747  0.64796406 -0.0175882 ],[ 0.3621465   0.65884846 -0.01981754],[ 0.34689048  0.6550132  -0.01134767],[ 0.34979469  0.67009151 -0.01873591],[ 0.35824224  0.6697157  -0.02306504],[ 0.36321089  0.66551131 -0.02508369],[ 0.34769958  0.66334927 -0.00898654],[ 0.35044298  0.68226784 -0.01637514],[ 0.36016998  0.67948699 -0.01883512],[ 0.36497486  0.67180187 -0.01893056],[ 0.34935343  0.66801    -0.00766375],[ 0.35259017  0.6840741  -0.01414767],[ 0.36115918  0.68010509 -0.01579043],[ 0.36494267  0.67324257 -0.0154018 ],[ 0.35104883  0.6696381  -0.0071086 ],[ 0.35516915  0.67943621 -0.01225819],[ 0.3622832   0.67703664 -0.01388973],[ 0.36586854  0.67123598 -0.0138588 ]
[ 3.39173734e-01  6.23168051e-01 -1.09825550e-07],[ 0.35211328  0.62252474 -0.00703286],[ 0.36152592  0.6324994  -0.01114436],[ 0.36530596  0.64643514 -0.01349984],[ 0.36728984  0.65730739 -0.01499378],[ 0.34577534  0.64056563 -0.0184473 ],[ 0.3520543   0.65829766 -0.02400168],[ 0.3590011   0.66360676 -0.02441513],[ 0.36368454  0.66397268 -0.02373807],[ 0.33938426  0.65044969 -0.01644851],[ 0.34931183  0.67016017 -0.02240456],[ 0.35906494  0.67216659 -0.02119353],[ 0.36328909  0.66821682 -0.01946787],[ 0.33594519  0.65791839 -0.0144112 ],[ 0.34445602  0.6772995  -0.01991525],[ 0.35408717  0.67895877 -0.01905794],[ 0.35872218  0.67497927 -0.01731221],[ 0.33504063  0.66258109 -0.01264399],[ 0.33974758  0.67908072 -0.01661336],[ 0.34747741  0.68273932 -0.01686167],[ 0.35259044  0.6806072  -0.01621587]
[ 3.36182803e-01  6.16478920e-01 -7.56396545e-08],[ 0.35043928  0.62017608 -0.0029926 ],[ 0.36103171  0.63069296 -0.00537455],[ 0.36654833  0.64324927 -0.00713713],[ 0.36898375  0.65458107 -0.00801701],[ 0.35305712  0.635306   -0.01220395],[ 0.36036679  0.65831584 -0.01673924],[ 0.36434066  0.66058266 -0.01618657],[ 0.36481458  0.65476459 -0.01427268],[ 0.34318566  0.64225209 -0.01196899],[ 0.35056478  0.66657943 -0.0166801 ],[ 0.35617366  0.67087913 -0.01503915],[ 0.35815221  0.66639304 -0.01269812],[ 0.33527029  0.64767987 -0.01166316],[ 0.34158283  0.67058402 -0.01573268],[ 0.34815335  0.67519259 -0.01366397],[ 0.35138166  0.67211485 -0.01081187],[ 0.32969207  0.65108895 -0.01139665],[ 0.33297533  0.67115372 -0.01419298],[ 0.33900094  0.67692804 -0.01313926],[ 0.34333244  0.67513072 -0.01121598]
[3.40067625e-01 6.16563261e-01 2.78927583e-08],[ 0.3530145   0.62377167 -0.00065816],[ 0.36181939  0.64070535 -0.00290663],[ 0.36553967  0.65791982 -0.00486591],[ 0.36757275  0.67179775 -0.006189  ],[ 0.35879052  0.64104432 -0.00963465],[ 0.36199954  0.66524267 -0.01438456],[ 0.36035857  0.67138708 -0.01555792],[ 0.35831293  0.66826743 -0.0149801 ],[ 0.34887901  0.64251363 -0.01103483],[ 0.35011998  0.66900325 -0.01451809],[ 0.34981555  0.67379701 -0.01367125],[ 0.34956563  0.67026401 -0.01236593],[ 0.33877578  0.64286828 -0.01202614],[ 0.33921313  0.6689201  -0.0140892 ],[ 0.34001514  0.6728937  -0.01106964],[ 0.34098941  0.66943979 -0.00844702],[ 0.3294636   0.6423018  -0.01293661],[ 0.32943207  0.66371018 -0.01397423],[ 0.3316386   0.66870409 -0.01135052],[ 0.33404827  0.66703546 -0.00876843]
[3.44181240e-01 6.21935546e-01 4.04035951e-08],[ 0.3556073   0.63175058 -0.00107994],[ 0.3626973   0.65082181 -0.00417513],[ 0.36448798  0.66926748 -0.00697241],[ 0.36414221  0.68414134 -0.00911986],[ 0.36083233  0.6509285  -0.01156482],[ 0.36049855  0.67686129 -0.01645288],[ 0.35635158  0.68084711 -0.01748327],[ 0.35355565  0.67567205 -0.0169671 ],[ 0.35137588  0.64952761 -0.01323972],[ 0.34870118  0.67743301 -0.01659761],[ 0.34508228  0.67943215 -0.01545539],[ 0.34383181  0.67363876 -0.0145046 ],[ 0.34111714  0.6470297  -0.01445816],[ 0.33795863  0.67349547 -0.01631334],[ 0.33570835  0.67328626 -0.01283938],[ 0.33563331  0.66702616 -0.01054092],[ 0.3314231   0.64443856 -0.01562909],[ 0.32883978  0.66595417 -0.01627007],[ 0.3284393   0.66543812 -0.01304416],[ 0.32914117  0.65943754 -0.01056898]
[3.48107308e-01 6.28854096e-01 1.02272883e-08],[ 3.57280582e-01  6.42404437e-01 -4.76191432e-04],[ 0.36155534  0.66372234 -0.00327623],[ 0.36132687  0.68218231 -0.0059975 ],[ 0.35884437  0.69655782 -0.00797729],[ 0.36090541  0.66495329 -0.00993681],[ 0.3564699   0.69169426 -0.01488282],[ 0.35138524  0.69265318 -0.01615608],[ 0.34966946  0.68639821 -0.01589382],[ 0.35182297  0.66164941 -0.01207985],[ 0.34454858  0.68909889 -0.01558415],[ 0.34225878  0.68479776 -0.01393878],[ 0.3437379   0.67568392 -0.01253707],[ 0.34214854  0.65677315 -0.01391189],[ 0.33521289  0.68157327 -0.01570859],[ 0.33462858  0.67576444 -0.01122274],[ 0.33655947  0.66715819 -0.00827518],[ 0.33308902  0.65125215 -0.01576157],[ 0.32736498  0.67160034 -0.01615272],[ 0.32788995  0.66752899 -0.01233444],[ 0.33033571  0.66027951 -0.00955698]
[3.51971030e-01 6.37372553e-01 4.76625939e-09],[0.3576231  0.65502346 0.00078373],[ 0.3577511   0.67604321 -0.00111121],[ 0.35574704  0.6921584  -0.00330947],[ 0.35447386  0.70410353 -0.00485512],[ 0.35846746  0.682859   -0.00732389],[ 0.35044748  0.70532334 -0.01171333],[ 0.34321108  0.70510393 -0.01305895],[ 0.34101787  0.69892442 -0.01301276],[ 0.35130504  0.67722833 -0.01013172],[ 0.33850497  0.69831663 -0.01309844],[ 0.33601087  0.69265002 -0.01168579],[ 0.33901346  0.68536615 -0.0105866 ],[ 0.34335324  0.66911888 -0.01265436],[ 0.33128065  0.68832898 -0.01401404],[ 0.33114761  0.68240368 -0.00997808],[ 0.33449456  0.67570555 -0.00748351],[ 0.33569884  0.65971643 -0.01517354],[ 0.32599425  0.67554873 -0.01515629],[ 0.32698306  0.67168427 -0.01150655],[ 0.33058438  0.66629016 -0.00887757]
[ 3.52555633e-01  6.43162906e-01 -1.17876233e-08],[0.35654506 0.66197431 0.00219968],[0.35394251 0.68357295 0.00112687],[ 3.49828959e-01  6.99320972e-01 -5.34199819e-04],[ 0.34645811  0.71115172 -0.00165386],[ 0.35339007  0.69346946 -0.00516884],[ 0.34366149  0.71366102 -0.0084306 ],[ 0.33593303  0.71223211 -0.00898765],[ 0.33358851  0.70622462 -0.00857625],[ 0.34715858  0.68764281 -0.00827774],[ 0.33303419  0.70423824 -0.00989617],[ 0.33056384  0.69785064 -0.00817407],[ 0.33388433  0.6916889  -0.00713763],[ 0.34051937  0.67857492 -0.01099333],[ 0.32688251  0.69333303 -0.01154886],[ 0.32654738  0.68698066 -0.0076676 ],[ 0.33019745  0.68109757 -0.00547351],[ 0.3344537   0.66798896 -0.0135701 ],[ 0.32362068  0.68002248 -0.01268683],[ 0.32409638  0.67581475 -0.00888253],[ 0.32778737  0.67141521 -0.00630778]
[ 3.52052540e-01  6.48252666e-01 -2.32242954e-08],[0.35406539 0.66835058 0.00224851],[0.34884629 0.68886662 0.00123049],[ 3.41777176e-01  7.02044249e-01 -5.88348252e-04],[ 0.33568537  0.71087354 -0.00185471],[ 0.34784403  0.70106274 -0.00381101],[ 0.33653781  0.71968102 -0.00728833],[ 0.32950875  0.71636331 -0.00856912],[ 0.3278853   0.71014649 -0.0087648 ],[ 0.3423326   0.69427234 -0.00703405],[ 0.32639053  0.70697951 -0.00866011],[ 0.32554287  0.70016474 -0.00756675],[ 0.3300437   0.69508964 -0.00710122],[ 0.33661386  0.68423289 -0.01000052],[ 0.32090107  0.69508225 -0.01045836],[ 0.32236797  0.68907297 -0.00719855],[ 0.3272562   0.68449563 -0.00553631],[ 0.33154207  0.67270279 -0.01289506],[ 0.31879282  0.68197596 -0.01183778],[ 0.32041946  0.67806602 -0.00832289],[ 0.32521409  0.67460299 -0.00603795]
[ 3.48879248e-01  6.54102147e-01 -4.97836758e-08],[0.3485359  0.67566448 0.00143522],[3.40781778e-01 6.97005391e-01 2.69096752e-04],[ 0.33237091  0.71120566 -0.0015811 ],[ 0.32588106  0.72140074 -0.00275094],[ 0.33775783  0.70794433 -0.00384632],[ 0.32151923  0.72032052 -0.00775187],[ 0.31821463  0.71298873 -0.00926849],[ 0.32028833  0.70635539 -0.00956067],[ 0.33386621  0.69903821 -0.00668035],[ 0.31532195  0.70681548 -0.00841263],[ 0.31622061  0.69991207 -0.00747979],[ 0.32118112  0.69583303 -0.00716233],[ 0.32977876  0.68763369 -0.0094107 ],[ 0.3127701   0.69408894 -0.00993299],[ 0.31516758  0.68878335 -0.00687257],[ 0.32020345  0.68533289 -0.00538861],[ 0.32631606  0.67532575 -0.01215535],[ 0.31313831  0.68111902 -0.01093621],[ 0.31510401  0.67748493 -0.00758572],[ 0.31975678  0.67486513 -0.00548203]
[ 3.42960656e-01  6.62060857e-01 -2.10084945e-08],[0.34115881 0.6837253  0.00125531],[ 3.32436085e-01  7.03619957e-01 -1.94124077e-04],[ 0.32297578  0.71646905 -0.00226112],[ 0.31591135  0.72646952 -0.00370063],[ 0.3282938   0.71413314 -0.00416416],[ 0.30980051  0.72167307 -0.00849301],[ 0.30580276  0.71478128 -0.01047381],[ 0.30706161  0.70889056 -0.01103591],[ 0.32532313  0.70466226 -0.00688003],[ 0.30508482  0.70720232 -0.00865146],[ 0.30536106  0.70140117 -0.00776098],[ 0.30991533  0.69838452 -0.00761271],[ 0.32249501  0.69287181 -0.00954284],[ 0.30385312  0.69484156 -0.00996513],[ 0.30566186  0.69047785 -0.00687208],[ 0.31058961  0.68824303 -0.00548316],[ 0.3199532   0.68049151 -0.01228794],[ 0.30558071  0.68265498 -0.01109707],[ 0.30735886  0.67932516 -0.00789354],[ 0.31200352  0.67791533 -0.0059359 ]
[ 3.37705612e-01  6.65836155e-01 -7.39168087e-08],[0.33546272 0.68788546 0.00181833],[0.32552376 0.70750892 0.0013278 ],[3.16622078e-01 7.20684409e-01 1.82045434e-04],[ 3.09905678e-01  7.30833113e-01 -2.65765935e-04],[ 0.31850848  0.7183913  -0.00146629],[ 0.30252296  0.72488785 -0.00452024],[ 0.30284193  0.71657127 -0.00609474],[ 0.30790403  0.71064562 -0.00655592],[ 0.31413957  0.70911455 -0.00401116],[ 0.29811397  0.70896757 -0.00415932],[ 0.30042833  0.70269698 -0.00350755],[ 0.30609831  0.70018357 -0.00377216],[ 0.31050074  0.6969524  -0.0065041 ],[ 0.29644144  0.69553626 -0.00576837],[ 0.29982364  0.69123042 -0.00334343],[ 0.30581918  0.68969303 -0.00270185],[ 0.30807823  0.68427503 -0.00902801],[ 0.29771057  0.68317962 -0.00725084],[ 0.30136168  0.67994046 -0.00436263],[ 0.306912    0.67926461 -0.00274565]
[ 3.25054169e-01  6.61384583e-01 -9.19963483e-08],[0.33284742 0.68539131 0.00200548],[0.32910749 0.70438731 0.00200636],[0.32171801 0.71761787 0.00135416],[0.31619653 0.72544354 0.00115803],[ 3.15909624e-01  7.19671011e-01 -5.81259992e-05],[ 0.30481553  0.7283752  -0.00080879],[ 0.30724892  0.72320426 -0.00095725],[ 3.11910629e-01  7.16868043e-01 -6.15493918e-04],[ 0.30778688  0.71214598 -0.00171157],[3.02048624e-01 7.15454876e-01 5.90481213e-04],[0.30557346 0.71066761 0.00195541],[0.30931804 0.70560151 0.00201431],[ 0.30193955  0.7012012  -0.00314953],[ 0.29969198  0.70433515 -0.00076692],[0.3028065  0.69982934 0.00126442],[0.30654106 0.69434756 0.00152844],[ 0.29778826  0.69053787 -0.00457074],[ 0.2970188   0.69356489 -0.00157032],[0.30050138 0.6897456  0.00140952],[0.30399907 0.68562126 0.00314192]
[ 3.09905916e-01  6.63278103e-01 -7.94364681e-08],[ 0.32395279  0.67921072 -0.00495095],[ 0.32986     0.69988126 -0.00621811],[ 0.3318266   0.71762329 -0.00670333],[ 0.33424836  0.72840726 -0.00655891],[ 0.3156696   0.71632588 -0.00085413],[ 0.32082468  0.7353977  -0.00180993],[ 0.32871699  0.73520249 -0.00368997],[ 0.33233085  0.73131067 -0.00486088],[0.30880609 0.71483785 0.00166373],[0.31531698 0.73363203 0.00195156],[3.23155791e-01 7.35367537e-01 7.29768421e-04],[ 3.27392727e-01  7.32912421e-01 -4.96468332e-04],[0.30499348 0.71109128 0.00370847],[0.31125319 0.72885752 0.00370457],[0.31847179 0.7309953  0.00359899],[0.32246    0.7287733  0.00327497],[0.30285329 0.70649815 0.00535854],[0.30871999 0.72094679 0.00560513],[0.31441426 0.72427738 0.00644395],[0.31767932 0.72394806 0.00711504]
[3.12680781e-01 6.70871615e-01 8.18322121e-09],[ 0.32437029  0.685471   -0.00953611],[ 0.33159474  0.70545012 -0.01015725],[ 0.33715129  0.72236395 -0.00874455],[ 0.34147808  0.73555714 -0.00644011],[0.32108927 0.71934056 0.00140168],[0.32821393 0.73853338 0.00416353],[0.33569467 0.74049067 0.00439639],[0.33968022 0.73829842 0.00454458],[0.31736186 0.71681529 0.00797726],[0.3255116  0.73405844 0.01254791],[0.3330096  0.73642713 0.01226121],[0.33774039 0.73415321 0.0112513 ],[0.31557208 0.71261692 0.01342416],[0.32387975 0.72638965 0.01700665],[0.330982   0.72785234 0.01596165],[0.33571842 0.72621113 0.01447145],[0.31392813 0.70869756 0.01807959],[0.32123643 0.72038436 0.02065105],[0.32734337 0.72199845 0.02086041],[0.33184692 0.72017634 0.02070079]
[ 3.26768935e-01  6.77540123e-01 -4.02844442e-08],[ 0.33108479  0.692734   -0.01059191],[ 0.33476961  0.712502   -0.01138354],[ 0.33867854  0.73050511 -0.01063849],[ 0.34136322  0.74393857 -0.00918034],[0.32942045 0.72982037 0.00315085],[3.37030411e-01 7.43797362e-01 1.53484580e-04],[ 0.3424651   0.73776352 -0.0030568 ],[ 0.34403276  0.72871912 -0.00394575],[0.33421591 0.72567672 0.00883882],[0.34460717 0.73535758 0.00535954],[0.34930095 0.72600943 0.00111292],[3.49885106e-01 7.15797901e-01 7.20362295e-05],[0.33806646 0.71994513 0.0127476 ],[0.34760079 0.72654855 0.00775066],[0.35109407 0.71676475 0.00354462],[0.3506996  0.70709378 0.00304296],[0.34042925 0.71434259 0.01597851],[0.34843871 0.71906227 0.01183848],[0.35029072 0.71221173 0.00955798],[0.34914118 0.70516086 0.00985895]
[ 3.35819066e-01  6.82012200e-01 -3.83191150e-08],[ 0.33711013  0.69629991 -0.01092217],[ 0.33712915  0.71774268 -0.01259769],[ 0.33779508  0.73659199 -0.01261581],[ 0.33915365  0.75087857 -0.01168179],[3.34997565e-01 7.34877050e-01 4.49626066e-04],[ 0.34444189  0.747293   -0.00381597],[ 0.34822872  0.73913378 -0.00720275],[ 0.34639466  0.72996604 -0.00825831],[0.33980405 0.73092425 0.00573407],[0.35052714 0.73971486 0.00154951],[ 0.35335833  0.73002571 -0.00202927],[ 0.35190171  0.7219817  -0.00281724],[0.34428892 0.7247203  0.00927012],[0.35415375 0.73007202 0.00420434],[0.35590127 0.72116613 0.00163648],[0.35415936 0.71470743 0.00171932],[0.34795967 0.71807194 0.01201148],[0.35667813 0.71996355 0.00777171],[0.35652819 0.71318579 0.00633039],[0.35374129 0.70877427 0.0070129 ]
[ 3.44728947e-01  6.81154370e-01 -1.72103007e-08],[ 0.34040946  0.69777459 -0.00899507],[ 0.33890331  0.71754116 -0.01030459],[ 0.34037301  0.73556018 -0.01079707],[ 0.33984298  0.74960542 -0.01044072],[0.33776614 0.73353916 0.00429369],[3.43807548e-01 7.47558415e-01 5.39183791e-04],[ 0.3483786   0.74390972 -0.00354021],[ 0.34869361  0.73690909 -0.00550907],[0.34567598 0.7293936  0.00796836],[0.35224086 0.74177068 0.00420551],[ 3.55827779e-01  7.36024797e-01 -7.24399404e-04],[ 0.35558334  0.72925818 -0.00285069],[0.35206977 0.72289503 0.0098792 ],[0.3582083  0.73237437 0.00540183],[0.36109769 0.72712773 0.00173123],[3.60437185e-01 7.20955133e-01 7.20906595e-04],[0.35718098 0.71492326 0.01100905],[0.36327118 0.71979123 0.00727454],[0.36457524 0.71612155 0.00534609],[0.3632808  0.71234488 0.00530871]
[ 3.50013435e-01  6.83622599e-01 -1.56451758e-08],[ 0.34288436  0.69867867 -0.00903464],[ 0.34047028  0.71709573 -0.01146662],[ 0.34155041  0.73484814 -0.01342815],[ 0.33896098  0.74844891 -0.01427397],[0.34120321 0.73539281 0.00239645],[ 0.34483731  0.75104833 -0.00371922],[ 0.34880421  0.74662834 -0.00846421],[ 0.34922609  0.73876023 -0.01053191],[0.34964296 0.7321381  0.00516742],[ 0.3542918   0.74593574 -0.00139341],[ 0.35622719  0.73808259 -0.00567817],[ 0.35426041  0.7310611  -0.00667285],[0.35678777 0.72638994 0.00602455],[ 0.36199611  0.73703808 -0.00075616],[ 0.36234578  0.73008627 -0.00259619],[ 0.35929912  0.72385693 -0.00168653],[0.3631691  0.71872461 0.00601907],[0.368159   0.72503048 0.0012138 ],[3.67326796e-01 7.20897496e-01 3.32736643e-04],[0.36385989 0.71706635 0.0013692 ]
[ 3.52918476e-01  6.84635341e-01 -2.53837165e-08],[ 0.34470585  0.69979125 -0.00660368],[ 0.34150791  0.71833134 -0.00815994],[ 0.34217229  0.73618376 -0.00968471],[ 0.33955398  0.74913609 -0.01044002],[0.34173661 0.73541743 0.0028149 ],[ 0.34365591  0.75165844 -0.00246003],[ 0.34725219  0.749448   -0.00700391],[ 0.34775177  0.7417016  -0.00919423],[0.35028306 0.73319805 0.00434791],[ 0.35414195  0.74873167 -0.00151608],[ 0.35640416  0.74233747 -0.00599831],[ 0.35494298  0.73304182 -0.00746282],[0.35780087 0.72845942 0.00437964],[ 0.36231017  0.74108243 -0.00162925],[ 0.36351666  0.73522967 -0.00376595],[ 0.36141983  0.72669244 -0.00340697],[0.36487085 0.72185969 0.00376779],[ 3.69700015e-01  7.30779588e-01 -6.86248299e-04],[ 0.36935017  0.72722894 -0.00156833],[ 0.36639827  0.7215811  -0.00076431]
[ 3.54717195e-01  6.86039925e-01 -2.72270704e-08],[ 0.3471967   0.69884115 -0.00860936],[ 0.34321377  0.71696782 -0.01107034],[ 0.34343222  0.73519725 -0.013093  ],[ 0.34154683  0.74899453 -0.01405414],[0.34029841 0.73603332 0.00171941],[ 0.34136689  0.75305313 -0.00448215],[ 0.34669974  0.75159574 -0.00929094],[ 0.34876579  0.74422169 -0.01134641],[0.34902841 0.7344597  0.00434271],[ 0.35328236  0.74867642 -0.00218309],[ 0.35627267  0.74121422 -0.00623341],[ 0.35453534  0.73417294 -0.00709865],[0.35676572 0.73068321 0.0051797 ],[ 0.36157337  0.74221087 -0.00129614],[ 0.36304557  0.73562443 -0.0026306 ],[ 0.3606118   0.729352   -0.00152726],[0.36403343 0.72534013 0.00517264],[3.69052112e-01 7.33851373e-01 7.00450735e-04],[3.68653238e-01 7.28941739e-01 5.22146292e-04],[0.36539805 0.72365093 0.00205099]
[ 3.54778886e-01  6.85025215e-01 -8.11525354e-08],[ 0.35171804  0.69853711 -0.00955148],[ 0.34939206  0.71807396 -0.01175573],[ 0.34899917  0.73595816 -0.01313953],[ 0.34787044  0.74922365 -0.01352082],[3.41794908e-01 7.36638427e-01 3.29970120e-04],[ 0.34648275  0.7520963  -0.00664046],[ 0.3512693   0.745206   -0.01155962],[ 0.35197702  0.73568487 -0.01337728],[0.34934682 0.73583722 0.0036295 ],[ 0.35656002  0.74785155 -0.00432772],[ 0.36123064  0.73731595 -0.0090852 ],[ 0.36113259  0.72780997 -0.00977675],[0.35577756 0.73259515 0.00514188],[ 0.3634882   0.74021757 -0.0033905 ],[ 0.36672854  0.72994912 -0.00628322],[ 0.36591497  0.72060192 -0.00533627],[0.36088687 0.72741187 0.00594533],[ 3.68231803e-01  7.32503355e-01 -4.54256457e-04],[ 0.36983973  0.7246269  -0.00209491],[ 0.3681049   0.71719086 -0.00092218]
